"nombre","telefono","correo","estrellas","opiniones","pagina_web","clasificacion_sitio","anio_sitio","es_lead","categoria","direccion","zona","maps_url"
"Top Beauty Salon Centro de Alisados","099 562 3581","","4.1","44","https://linktr.ee/thetopbeautysalon","solo_red_social","","true","Peluquería","Edificio Presidente, Av. de la República y Diego de Almagro E7-143 y, 170518 Quito","La Floresta, Quito","https://www.google.com/maps/place/Top+Beauty+Salon+Centro+de+Alisados/data=!4m7!3m6!1s0x91d59a7ea30e9601:0xd81763fdf14157ac!8m2!3d-0.1940114!4d-78.4847969!16s%2Fg%2F11c1rg0c94!19sChIJAZYOo36a1ZERrFdB8f1jF9g?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"VANITÉ LOUNGE","099 111 2859","388fe63e6063cc241ca2a1b0f52622a3@o61919.ingest.us","4.3","49","https://www.fresha.com/es/a/vanite-lounge-quito-checoslovaquia-n7bhkyk2","sitio_propio","2026","false","Peluquería","Edificio Maranello, Checoslovaquía, y y Suiza, 170135 Quito","La Floresta, Quito","https://www.google.com/maps/place/VANIT%C3%89+LOUNGE/data=!4m7!3m6!1s0x91d59bb46d044d5f:0x5089f459f04fe86b!8m2!3d-0.1863427!4d-78.481343!16s%2Fg%2F11g0ssfp4b!19sChIJX00EbbSb1ZERa-hP8Fn0iVA?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"The Cave • Mall El Jardín","098 307 6828","","4.8","1065","http://thecave.ec/","sitio_propio","2022","false","Barbería","Mall El Jardín, 170518 Quito","La Floresta, Quito","https://www.google.com/maps/place/The+Cave+%E2%80%A2+Mall+El+Jard%C3%ADn/data=!4m7!3m6!1s0x91d59bc1024c85c3:0x80b096f3ab85a0e1!8m2!3d-0.1900467!4d-78.4873404!16s%2Fg%2F11p56mxhlz!19sChIJw4VMAsGb1ZER4aCFq_OWsIA?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Ohlalá Beauty Studio González Suárez / BALAYAGE, COLOR, TRATAMIENTOS, ALISADOS, MANICURE, PEDICURE, DEPILACIÓN Y MAQUILLAJE","096 177 4444","","4.8","106","","ninguno","","true","Peluquería","Edificio Acrópolis, Av. Gonzalez Suarez 32-69 y, 170184 Quito","La Floresta, Quito","https://www.google.com/maps/place/Ohlal%C3%A1+Beauty+Studio+Gonz%C3%A1lez+Su%C3%A1rez+%2F+BALAYAGE,+COLOR,+TRATAMIENTOS,+ALISADOS,+MANICURE,+PEDICURE,+DEPILACI%C3%93N+Y+MAQUILLAJE/data=!4m7!3m6!1s0x91d59bf3a84e033f:0x794262db52c17d00!8m2!3d-0.195195!4d-78.4782633!16s%2Fg%2F11jzsgg62c!19sChIJPwNOqPOb1ZERAH3BUttiQnk?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Barber House Quito - Republica del Salvador","098 115 7622","info@barberhouse.ec","4.9","237","https://www.barberhouse.ec/","sitio_propio","","false","Barbería","Av. República de El Salvador y Moscú, 170505 Quito","La Floresta, Quito","https://www.google.com/maps/place/Barber+House+Quito+-+Republica+del+Salvador/data=!4m7!3m6!1s0x91d59b6d43447f89:0xfefa920c836d2a95!8m2!3d-0.1846798!4d-78.4806303!16s%2Fg%2F11lp742xb7!19sChIJiX9EQ22b1ZERlSptgwyS-v4?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Meextin Peluquería","(02) 252-3834","","4.6","148","","ninguno","","true","Barbería","E6 221, Av. Eloy Alfaro &, Quito","La Floresta, Quito","https://www.google.com/maps/place/Meextin+Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d59a654f4be2a3:0xa8343fd34c44c7f2!8m2!3d-0.1909945!4d-78.4873134!16s%2Fg%2F11dxm8tkv3!19sChIJo-JLT2Wa1ZER8sdETNM_NKg?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"The Garden Hair Salon","096 320 6922","","4.7","55","https://www.instagram.com/thegardenhairsalon?igsh=MWpkbGhsZGl5NTRjag==","solo_red_social","","true","Peluquería","Edificio, Torres Santa Fe, Av. 6 de Diciembre N31 50, 170517 Quito","La Floresta, Quito","https://www.google.com/maps/place/The+Garden+Hair+Salon/data=!4m7!3m6!1s0x91d59a7116376c3b:0x7a0c7aa2aadd9dee!8m2!3d-0.1954426!4d-78.4823732!16s%2Fg%2F11f9j8cvpn!19sChIJO2w3FnGa1ZER7p3dqqJ6DHo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Pablo Giraldo Studio Peluquería y Maquillaje.","099 251 9992","","4.9","40","","ninguno","","true","Peluquería","Edificio Samedán local 2, Checoslovaquia y Av. 6 de Diciembre E10-174, 170505 Quito","La Floresta, Quito","https://www.google.com/maps/place/Pablo+Giraldo+Studio+Peluquer%C3%ADa+y+Maquillaje./data=!4m7!3m6!1s0x91d59a7ef6a9d49f:0x3b858a082d41b791!8m2!3d-0.1858434!4d-78.4787778!16s%2Fg%2F11cs9yzj7d!19sChIJn9Sp9n6a1ZERkbdBLQiKhTs?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Glam Room Beauty Salon Quito","098 462 2694","","5","9","https://www.instagram.com/glam_room_salon/","solo_red_social","","true","Peluquería","Mariana de Jesús E7-233 y La Pradera, edificio Arezzo Plaza, local 101, Quito","La Floresta, Quito","https://www.google.com/maps/place/Glam+Room+Beauty+Salon+Quito/data=!4m7!3m6!1s0x91d59baea442ba63:0xb8fc511c38c972f0!8m2!3d-0.1952005!4d-78.4854702!16s%2Fg%2F11qg4ztx0g!19sChIJY7pCpK6b1ZER8HLJOBxR_Lg?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Verónica Peluquería Unisex","099 330 6803","","4.8","22","https://www.instagram.com/peluqueriaveronicaunisex?igsh=b2g4cXEyOWZ3bW9k","solo_red_social","","true","Peluquería","Edificio Plaza Tizziano, Calle Carlos Tobar, La Carolina E6-124, 170102 Quito, Pichincha","La Floresta, Quito","https://www.google.com/maps/place/Ver%C3%B3nica+Peluquer%C3%ADa+Unisex/data=!4m7!3m6!1s0x91d59a7a8d21256f:0x2939f4b0631a77ce!8m2!3d-0.1912924!4d-78.4842651!16s%2Fg%2F11gjhf36gm!19sChIJbyUhjXqa1ZERzncaY7D0OSk?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Eliberto Peluquería","222-3243","","4.7","36","","ninguno","","true","Barbería","RG69+785, Bélgica, 170135 Quito","La Floresta, Quito","https://www.google.com/maps/place/Eliberto+Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d59a7bdb40f313:0xc7a7aab0d52ee377!8m2!3d-0.189359!4d-78.4816274!16s%2Fg%2F11dfqyxgvz!19sChIJE_NA23ua1ZERd-Mu1bCqp8c?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"StrawBeauty Coruña | MANICURE PEDICURE, BALAYAGE, ALISADOS, PESTAÑAS, MAQUILLAJE","(02) 381-8113","","4.5","178","https://beacons.ai/strawbeautystudio?fbclid=PAAabe5GkjZ6FBqK7BQXL1Z95gF4NUlkW-gCMy7C2YkMODrgQ4vJpsf4Kw7BA","sitio_propio","","false","Peluquería","Av. La Coruña y Whymper N31-02 y, 170517 Quito","La Floresta, Quito","https://www.google.com/maps/place/StrawBeauty+Coru%C3%B1a+%7C+MANICURE+PEDICURE,+BALAYAGE,+ALISADOS,+PESTA%C3%91AS,+MAQUILLAJE/data=!4m7!3m6!1s0x91d59a714e3fd093:0x790813c907654040!8m2!3d-0.1963989!4d-78.4815139!16s%2Fg%2F11c5rv7wm_!19sChIJk9A_TnGa1ZERQEBlB8kTCHk?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Susi Queen Beauty Studio","099 789 2707","","4.8","121","https://www.instagram.com/susi_queen_beauty_studio?igsh=dGZvM2sxaHN0OGR2","solo_red_social","","true","Centro de estética","La Colon y, La Rábida, Quito","La Floresta, Quito","https://www.google.com/maps/place/Susi+Queen+Beauty+Studio/data=!4m7!3m6!1s0x91d59bdf543fbc3d:0x2be1487aab3835c5!8m2!3d-0.2002773!4d-78.4893597!16s%2Fg%2F11h3qrs7dj!19sChIJPbw_VN-b1ZERxTU4q3pI4Ss?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Michael Peluquería & Spa","099 908 4205","","4.9","8","https://m.facebook.com/?_rdr#!/Peluqueria.Michael/?ref=bookmarks","solo_red_social","","true","Peluquería","Versalles N25-65, 170102 Quito","La Floresta, Quito","https://www.google.com/maps/place/Michael+Peluquer%C3%ADa+%26+Spa/data=!4m7!3m6!1s0x91d59b4fcfd86d25:0xb0d4cf369696402f!8m2!3d-0.1963927!4d-78.4977262!16s%2Fg%2F11pwyd_ns6!19sChIJJW3Yz0-b1ZERL0CWljbP1LA?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Lauri's Peluqueria & Imagen","099 908 2286","","4.7","32","","ninguno","","true","Barbería","RG43+MX3, 170129 Quito","La Floresta, Quito","https://www.google.com/maps/place/Lauri%27s+Peluqueria+%26+Imagen/data=!4m7!3m6!1s0x91d59a688a78552f:0xfe9343de7cc96d4!8m2!3d-0.1933688!4d-78.4950728!16s%2Fg%2F11d_dw3b9f!19sChIJL1V4imia1ZER1JbM5z006Q8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Peluquería Carell Unisex by Micropigmentación - Pestañas","099 670 8371","","4.6","11","https://www.facebook.com/share/1CYussrhVY/","solo_red_social","","true","Peluquería","Quito y Inglaterra E3-42, 170515 Quito","La Floresta, Quito","https://www.google.com/maps/place/Peluquer%C3%ADa+Carell+Unisex+by+Micropigmentaci%C3%B3n+-+Pesta%C3%B1as/data=!4m7!3m6!1s0x91d59a6368960bcb:0x9bf5dd90a04ba7f9!8m2!3d-0.1864007!4d-78.4895286!16s%2Fg%2F11fzf8vjf_!19sChIJywuWaGOa1ZER-adLoJDd9Zs?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Queens Beauty Salon","099 370 8041","","4.9","7","","ninguno","","true","Peluquería","Kings Barber Shop - Corte de Cabello y Barba en Quito, Checoslovaquia y Quito E9-75, 1701Ecuador, 170135 Quito","La Floresta, Quito","https://www.google.com/maps/place/Queens+Beauty+Salon/data=!4m7!3m6!1s0x91d59b69323ebf63:0x354d9579806e2df6!8m2!3d-0.1858532!4d-78.481004!16s%2Fg%2F11hzwrwsl_!19sChIJY78-Mmmb1ZER9i1ugHmVTTU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Peluquería Anderson","","","4.5","42","","ninguno","","true","Peluquería","QFQW+QH5, 170103 Quito","La Floresta, Quito","https://www.google.com/maps/place/Peluquer%C3%ADa+Anderson/data=!4m7!3m6!1s0x91d59a3caa8b05ad:0x263cabc4a3ebbcbd!8m2!3d-0.2106015!4d-78.50352!16s%2Fg%2F11csq8sm_2!19sChIJrQWLqjya1ZERvbzro8SrPCY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Barberia & Peluquería Iván Rivero Studio","098 495 2431","","5","98","","ninguno","","true","Barbería","Edificio Ikari, Alemania 408, 170515 Quito","La Floresta, Quito","https://www.google.com/maps/place/Barberia+%26+Peluquer%C3%ADa+Iv%C3%A1n+Rivero+Studio/data=!4m7!3m6!1s0x91d59b0017d202e1:0x764c40324fd6d2ff!8m2!3d-0.1927274!4d-78.4919674!16s%2Fg%2F11xnrsmds0!19sChIJ4QLSFwCb1ZER_9LWTzJATHY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"EnBoga Peluquería Y Estética","","","4.4","36","","ninguno","","true","Peluquería","170129 Quito","La Floresta, Quito","https://www.google.com/maps/place/EnBoga+Peluquer%C3%ADa+Y+Est%C3%A9tica/data=!4m7!3m6!1s0x91d59a44383d5121:0x620905949c93ab85!8m2!3d-0.1959375!4d-78.5056875!16s%2Fg%2F11cly7b02r!19sChIJIVE9OESa1ZERhauTnJQFCWI?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Beauty Salon","096 807 1020","","4.3","18","","ninguno","","true","Peluquería","Av. Mariana de Jesús, 170519 Quito","La Floresta, Quito","https://www.google.com/maps/place/Beauty+Salon/data=!4m7!3m6!1s0x91d59b35e80e32e5:0xa19009c01c2a2e58!8m2!3d-0.1893227!4d-78.4896812!16s%2Fg%2F11h1lsw9_0!19sChIJ5TIO6DWb1ZERWC4qHMAJkKE?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Peluqueria Roosee","(02) 255-7855","","4.4","10","","ninguno","","true","Centro de estética","Torres Whimper, Planta baja, Diego de Almagro N32-15, Quito","La Floresta, Quito","https://www.google.com/maps/place/Peluqueria+Roosee/data=!4m7!3m6!1s0x91d59a708db75ff1:0xcc245dfa9131ece!8m2!3d-0.193411!4d-78.4831119!16s%2Fg%2F11g4j6qc0q!19sChIJ8V-3jXCa1ZERzh4Tqd9Fwgw?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Estilo Dominicano","096 901 2855","","4.6","160","https://www.facebook.com/Estilodominicanoecuador/","solo_red_social","","true","Barbería","y wilson, Juan León Mera, 170524 Quito","La Floresta, Quito","https://www.google.com/maps/place/Estilo+Dominicano/data=!4m7!3m6!1s0x91d59a14a04170d3:0xeba770dda4eff5af!8m2!3d-0.2022227!4d-78.49232!16s%2Fg%2F11clzv5h9t!19sChIJ03BBoBSa1ZERr_XvpN1wp-s?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Edalbertbarber","096 386 2015","","4.9","324","","ninguno","","true","Barbería","Alemania E3-57, 170515 Quito","La Floresta, Quito","https://www.google.com/maps/place/Edalbertbarber/data=!4m7!3m6!1s0x91d59be73d675c27:0x6a8c4bfd71e4baea!8m2!3d-0.1869066!4d-78.4895896!16s%2Fg%2F11mhdrl1wr!19sChIJJ1xnPeeb1ZER6rrkcf1LjGo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Peluquería Dayana Hair Artist","099 987 5996","","4.9","105","https://instagram.com/dayanahairartist?utm_medium=copy_link","solo_red_social","","true","Centro de estética","Av. 6 de Diciembre &, 170135 Quito","La Floresta, Quito","https://www.google.com/maps/place/Peluquer%C3%ADa+Dayana+Hair+Artist/data=!4m7!3m6!1s0x91d59b6bef8322ef:0xc83d19e961f10b9!8m2!3d-0.1845488!4d-78.4788231!16s%2Fg%2F11rxqqpkrc!19sChIJ7yKD72ub1ZERuRAflp7Rgww?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Instituto de Belleza ""Frances""","099 507 3315","","4.4","55","","ninguno","","true","Centro de estética","Av. América 56, 170129 Quito","La Floresta, Quito","https://www.google.com/maps/place/Instituto+de+Belleza+%22Frances%22/data=!4m7!3m6!1s0x91d59a42a9cc5d6b:0x3b2a469d8f5814b2!8m2!3d-0.1880594!4d-78.4957845!16s%2Fg%2F11ckvvyykf!19sChIJa13MqUKa1ZERshRYj51GKjs?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Centro técnico de alisados Natali Correa","(02) 244-3000","","4.7","58","","ninguno","","true","Peluquería","RG7C+MH3, Checoslovaquia 10192, 170135 Quito","La Floresta, Quito","https://www.google.com/maps/place/Centro+t%C3%A9cnico+de+alisados+Natali+Correa/data=!4m7!3m6!1s0x91d590dc3f3a53e5:0xa469aa8076b02b0e!8m2!3d-0.1855862!4d-78.4786024!16s%2Fg%2F11hbv92ztl!19sChIJ5VM6P9yQ1ZERDiuwdoCqaaQ?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Peluquería Pelos de punta","099 905 4285","","4.8","18","https://www.facebook.com/pelosdepunta.katherine","solo_red_social","","true","Peluquería","García Moreno y Matovelle 11-358 y, 170402 Quito","La Floresta, Quito","https://www.google.com/maps/place/Peluquer%C3%ADa+Pelos+de+punta/data=!4m7!3m6!1s0x91d59b4e2cd44b03:0x31b62af41b3343b6!8m2!3d-0.21274!4d-78.5073782!16s%2Fg%2F11trr6lpc6!19sChIJA0vULE6b1ZERtkMzG_QqtjE?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"GLAM STUDIO by Platinum Estetica","098 443 1862","","4.4","20","","ninguno","","true","Centro de estética","Vizcaya, y y Av. La Coruña, 170525 Quito","La Floresta, Quito","https://www.google.com/maps/place/GLAM+STUDIO+by+Platinum+Estetica/data=!4m7!3m6!1s0x91d59b5e8003546b:0xa05ccc8e9423d275!8m2!3d-0.2093389!4d-78.4818807!16s%2Fg%2F11qrwpsh1n!19sChIJa1QDgF6b1ZERddIjlI7MXKA?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Reflejos Peluquería","(02) 254-4316","","5","15","","ninguno","","true","Peluquería","Fray Bartolomé de las Casas oe3-147, 170129 Quito","La Floresta, Quito","https://www.google.com/maps/place/Reflejos+Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d59b3750dd2ca7:0xb5e90b6a7fc141e2!8m2!3d-0.1920886!4d-78.4975088!16s%2Fg%2F11spp8ngd4!19sChIJpyzdUDeb1ZER4kHBf2oL6bU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Monse Peluquería","098 796 6342","","4.9","29","","ninguno","","true","Peluquería","Av. La Coruña 2711, 170517 Quito","La Floresta, Quito","https://www.google.com/maps/place/Monse+Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d59be574a0b1b1:0xf9c411b4e94fdcbd!8m2!3d-0.1988199!4d-78.4825727!16s%2Fg%2F11fw29j3nr!19sChIJsbGgdOWb1ZERvdxP6bQRxPk?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Florence Studio Spa & Peluquería","099 968 9711","","4.4","7","https://www.facebook.com/florencestudiospapeluqueria?mibextid=LQQJ4d","solo_red_social","","true","Centro de estética","RG65+CFF, Av. Mariana de Jesús, 170102 Quito","La Floresta, Quito","https://www.google.com/maps/place/Florence+Studio+Spa+%26+Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d59bc7646a7e35:0xe5bd6de394d93c08!8m2!3d-0.1889342!4d-78.4913421!16s%2Fg%2F11y46b35qk!19sChIJNX5qZMeb1ZERCDzZlONtveU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Gustavo Peluquería","099 972 2953","","4.5","30","","ninguno","","true","Peluquería","Av. Gonzalez Suarez y San Ignacio N28-48 y, 170517 Quito","La Floresta, Quito","https://www.google.com/maps/place/Gustavo+Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d59a74600543f1:0x7dae97c1c5640f94!8m2!3d-0.1993758!4d-78.4792088!16s%2Fg%2F11csr3st93!19sChIJ8UMFYHSa1ZERlA9kxcGXrn0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Peluquerías Herrera Hermanos","099 507 7938","sandrohh1@gmail.com","4.9","7","http://www.peluqueriasherrerahermanos.com/","sitio_propio","","false","Barbería","Multicentro Shopping Center, Multicentro local 206 SEGUNDO PISO Av 6 de Diciembre, y y La Niña, 170501 Quito","La Floresta, Quito","https://www.google.com/maps/place/Peluquer%C3%ADas+Herrera+Hermanos/data=!4m7!3m6!1s0x91d59a728b506efb:0xf319428e417e71e0!8m2!3d-0.1993583!4d-78.4854681!16s%2Fg%2F11gk8_j0p6!19sChIJ-25Qi3Ka1ZER4HF-QY5CGfM?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Madam Beauty Studio Quito","096 987 1308","","4.2","13","https://instagram.com/madam_uio?igshid=MzRlODBiNWFlZA==","solo_red_social","","true","Tienda de belleza y salud","Av. República de El Salvador N34-79, 170505 Quito","La Floresta, Quito","https://www.google.com/maps/place/Madam+Beauty+Studio+Quito/data=!4m7!3m6!1s0x91d59b08d8f9615f:0xf3b04ad1cc3c4d17!8m2!3d-0.1856536!4d-78.4821019!16s%2Fg%2F11v76d0bp9!19sChIJX2H52Aib1ZERF008zNFKsPM?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Jesabell spa & academy","099 780 4413","","4.8","67","","ninguno","","true","Spa","Av. Paúl Rivet y Whymper, 170517 Quito","La Floresta, Quito","https://www.google.com/maps/place/Jesabell+spa+%26+academy/data=!4m7!3m6!1s0x91d59bc8800d7327:0x348eb3b0b9dde3ed!8m2!3d-0.1957146!4d-78.4815322!16s%2Fg%2F11fzvy0zdh!19sChIJJ3MNgMib1ZER7ePdubCzjjQ?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Eddy Peluquería","099 410 7952","","4.9","17","","ninguno","","true","Peluquería","Gral. Vicente Aguirre 1-10, 170129 Quito","La Floresta, Quito","https://www.google.com/maps/place/Eddy+Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d59b393d26b0d9:0xf3145545c88cac8f!8m2!3d-0.1960312!4d-78.4956347!16s%2Fg%2F11rh8zkprf!19sChIJ2bAmPTmb1ZERj6yMyEVVFPM?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Carolina Herrera Studio PESTAÑAS CEJAS UÑAS","099 617 7680","","4.8","494","https://www.instagram.com/reel/CW119Swl0hU/?utm_medium=copy_link","solo_red_social","","true","Centro de estética","Av. Gonzalez Suarez, y y Muros, 170517 Quito","La Floresta, Quito","https://www.google.com/maps/place/Carolina+Herrera+Studio+PESTA%C3%91AS+CEJAS+U%C3%91AS/data=!4m7!3m6!1s0x91d59b31b26bc387:0x3b2b8457c026081d!8m2!3d-0.2020352!4d-78.4809517!16s%2Fg%2F11r34yh2hd!19sChIJh8NrsjGb1ZERHQgmwFeEKzs?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Roja in Color","099 821 8163","","5","47","http://www.instagram.com/rojaincolorstudio","solo_red_social","","true","Peluquería","Italia y Av. Mariana de Jesús, 170147 Quito","La Floresta, Quito","https://www.google.com/maps/place/Roja+in+Color/data=!4m7!3m6!1s0x91d59b5ac00274d1:0xb25dfcb7e67fef36!8m2!3d-0.1880278!4d-78.4892292!16s%2Fg%2F11fww_3mc0!19sChIJ0XQCwFqb1ZERNu9_5rf8XbI?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Serenity spa y peluquería","099 871 9761","","5","16","https://wa.me/c/593998719761","solo_red_social","","true","Centro de estética","Luis Godin E13-117, 170136 Quito","La Floresta, Quito","https://www.google.com/maps/place/Serenity+spa+y+peluquer%C3%ADa/data=!4m7!3m6!1s0x91d59a1c5671b1e9:0x207aaf48f25b20cc!8m2!3d-0.2172889!4d-78.4893945!16s%2Fg%2F11fy_czrq_!19sChIJ6bFxVhya1ZERzCBb8kiveiA?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Cristhian Játiva VIP","099 266 8044","","4.6","55","","ninguno","","true","Peluquería","RG8C+JG3, Av. 6 de Diciembre E10-15, 170135 Quito","La Floresta, Quito","https://www.google.com/maps/place/Cristhian+J%C3%A1tiva+VIP/data=!4m7!3m6!1s0x91d59a7e27d96ced:0x16295958c0fb36c7!8m2!3d-0.1833923!4d-78.4786781!16s%2Fg%2F11by_l91qq!19sChIJ7WzZJ36a1ZERxzb7wFhZKRY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"STYLISH-NAIL'S PELUQUERÍA","098 568 1034","","5","19","https://instagram.com/stylish5nails?igshid=YmMyMTA2M2Y=","solo_red_social","","true","Centro de estética","Jorje juan, y y Gral. Murgeon, Quito","La Floresta, Quito","https://www.google.com/maps/place/STYLISH-NAIL%27S+PELUQUER%C3%8DA/data=!4m7!3m6!1s0x91d59b466f951489:0x48188c89f06c9652!8m2!3d-0.1902284!4d-78.4941993!16s%2Fg%2F11rsdz4148!19sChIJiRSVb0ab1ZERUpZs8ImMGEg?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Peluquería Fusión","099 587 5407","","5","7","","ninguno","","true","Peluquería","RG22+4HM, Fray Antonio de Marchena, 170129 Quito","La Floresta, Quito","https://www.google.com/maps/place/Peluquer%C3%ADa+Fusi%C3%B3n/data=!4m7!3m6!1s0x91d59b273a2fa38f:0x75a454f8c5c12209!8m2!3d-0.1996651!4d-78.498578!16s%2Fg%2F11h6q4w18g!19sChIJj6MvOieb1ZERCSLBxfhUpHU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Iconic Lounge Beauty Bar","098 713 3861","","4.3","10","","ninguno","","true","Salón de manicura y pedicura","Av Amazonas, y y Av. de la República, Quito","La Floresta, Quito","https://www.google.com/maps/place/Iconic+Lounge+Beauty+Bar/data=!4m7!3m6!1s0x91d59b51a3b4c755:0x8f833a15f38eed3d!8m2!3d-0.1877693!4d-78.487887!16s%2Fg%2F11sd6w13g4!19sChIJVce0o1Gb1ZERPe2O8xU6g48?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Milly Spa & Peluquería","099 990 3372","","5","6","","ninguno","","true","Centro de estética","Av Amazonas, y y Jorge Washington, 170143 Quito","La Floresta, Quito","https://www.google.com/maps/place/Milly+Spa+%26+Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d59b000bfa6d77:0xe89c79d29033a5d!8m2!3d-0.205719!4d-78.4960505!16s%2Fg%2F11xf_pm91d!19sChIJd236CwCb1ZERXToDKZ3HiQ4?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Palú","(02) 510-7090","","4","260","","ninguno","","true","Centro de estética","Av. Río Amazonas y El Jardín 2484, 170143 Quito","La Floresta, Quito","https://www.google.com/maps/place/Pal%C3%BA/data=!4m7!3m6!1s0x91d59a65221f71d9:0xda98eb4e8078ef73!8m2!3d-0.1906041!4d-78.4879973!16s%2Fg%2F11gjt9qs_8!19sChIJ2XEfImWa1ZERc-94gE7rmNo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
